Price,Close,High,Low,Open,Volume,MACD,MACD_signal,RSI,VWAP,Target
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,
Date,,,,,,,,,,
2015-02-20,28.95273780822754,28.95273780822754,28.628557256372822,28.755992243424217,195793600,1.0592369440706868,0.9121568597948738,78.73721716491166,25.81219459184812,1
2015-02-23,29.7352352142334,29.7352352142334,28.988501554670574,29.068988042084644,283896400,1.1279048428280873,0.9553064564015166,82.37915001543067,25.933789908934973,0
2015-02-24,29.549678802490234,29.869390353802743,29.32610553161284,29.72183117627389,276912400,1.1540486412843975,0.9950548933780928,78.9268057271923,26.0478658710118,0
2015-02-25,28.79399299621582,29.42223659898732,28.65090627439126,29.413291759928978,298846800,1.10109749437461,1.0162634135773962,66.67238547439078,26.142797256475486,1
2015-02-26,29.158416748046875,29.25902400718207,28.306603389802476,28.793991335213864,365150000,1.0761342740714177,1.0282375856762005,69.15920305219787,26.248869828591495,0
2015-02-27,28.720218658447266,29.191958310724683,28.671032274876598,29.064519931985192,248059200,1.009356584075828,1.024461385356126,63.065516078228605,26.315212341673096,1
2015-03-02,28.861066818237305,29.12711950202075,28.684445471395218,28.89683935301385,192386800,0.9567709925915828,1.0109233068032175,64.15866594966906,26.364965832538406,1
2015-03-03,28.921428680419922,28.95720121041736,28.637489767181634,28.832000766882555,151265200,0.9094832732542031,0.9906353000934146,64.64165330210656,26.401974691141906,0
2015-03-04,28.738107681274414,28.966153380266253,28.68892469860705,28.86331158270155,126665200,0.8474461111833484,0.9619974623114015,61.91288354472151,26.431616527770803,0
2015-03-05,28.261898040771484,28.78505867680797,28.11657507329623,28.747051630065904,226068400,0.7511957580542834,0.9198371214599779,55.373631259289326,26.473881335697353,1
2015-03-06,28.30436897277832,28.923666034260794,28.22835489763584,28.706799740534585,291368400,0.6706132963832907,0.8699923564446405,55.821791631747516,26.528378242336327,1
2015-03-09,28.42509651184082,28.968381161803812,27.96006384646117,28.608426467613626,354114000,0.6094672592000805,0.8178873369957285,57.13943839623888,26.589669751603893,0
2015-03-10,27.837106704711914,28.44299002645178,27.678369896940534,28.26189623412769,275426400,0.5077101541807316,0.7558519004327291,49.40990846810724,26.623455111741727,0
2015-03-11,27.3295955657959,27.89523565601578,27.300531655270174,27.890764941215153,275756000,0.3817148368397305,0.6810244877141294,43.89100153002342,26.644384675248897,1
2015-03-12,27.82368278503418,27.924291743869144,27.19320645810173,27.345236295376903,193450800,0.318064895308499,0.6084325692330034,49.772928202749675,26.66074821400545,0
2015-03-13,27.631412506103516,28.03608118050624,27.40560478966841,27.812507968071145,207309200,0.24923423629886088,0.5365929026461749,47.678327145975445,26.67845714307958,1
2015-03-16,27.935476303100586,27.935476303100586,27.47044524947733,27.696252998985834,143497200,0.21672260707684643,0.4726188435323092,51.177499893082604,26.69141426156258,1
2015-03-17,28.402738571166992,28.46533879213128,28.091971970145654,28.147865268253494,204092400,0.22605524252270826,0.42330612333038903,56.04264699761231,26.71820096418517,1
2015-03-18,28.722457885742188,28.876723985812532,28.252954366166087,28.393804910320316,261083600,0.25629568293759775,0.3899040352518308,59.04960202000131,26.757337252596912,0
2015-03-19,28.505584716796875,28.896837840360753,28.483227736596017,28.785051233628216,183238000,0.2597671634272736,0.3638766608869194,56.23927568054387,26.784014257204344,0
2015-03-20,28.147865295410156,28.70679657129971,27.9824216104552,28.673261956985122,274780400,0.2309906525501333,0.33729945921956217,51.855428710408496,26.81530690854587,1
2015-03-23,28.44074821472168,28.583834934551618,28.286482151952924,28.42062744430571,150838800,0.2291764606393336,0.3156748595035165,54.95164180431057,26.833728934734633,0
2015-03-24,28.324495315551758,28.6263171532708,28.295429701665416,28.445225074076486,131369200,0.21586965210718034,0.2957138180242493,53.48142652158822,26.84922380352292,0
2015-03-25,27.584461212158203,28.353553577428713,27.584461212158203,28.290953353414263,206620800,0.14394997732145143,0.2653610498836897,45.1924844791525,26.864270630703977,1
2015-03-26,27.776737213134766,27.919823941792988,27.410077257732027,27.44584979276076,190291600,0.1013004546775278,0.23254893084245734,47.470503714070155,26.87581951696904,0
2015-03-27,27.55539321899414,27.87957363339702,27.47937915989804,27.850509735341674,158184800,0.04907409461562651,0.19585396359709117,45.144301045538796,26.884454217870218,1
2015-03-30,28.252952575683594,28.25965950035228,27.723083352386194,27.734262697319707,188398800,0.06324251795414781,0.1693316744685025,52.96650399970858,26.900349271989157,0
2015-03-31,27.819215774536133,28.27977606093801,27.803565717398058,28.19034643197974,168362400,0.03902233537336741,0.14326980664947547,48.34980227799885,26.91289460528031,0
2015-04-01,27.77897834777832,27.97348770359168,27.521868750295003,27.906415041386065,162485600,0.016391886654204768,0.11789422265042133,47.93240621421888,26.92237632547833,1
2015-04-02,28.018198013305664,28.071855112621336,27.765560869371296,27.953361569840364,128880400,0.017557726227934722,0.09782692336592402,50.65955047357876,26.93145595038442,1
2015-04-06,28.472047805786133,28.507820337951532,27.796857465582292,27.82815757836291,148776000,0.05447558710348588,0.0891566561134364,55.42924474805797,26.94483451423636,0
2015-04-07,28.172460556030273,28.64419845795688,28.16575363267385,28.53688427279769,140049200,0.058880334679546564,0.08310139182665843,51.865075463077446,26.95782858986074,0
2015-04-08,28.080801010131836,28.259660299756256,27.939950470919413,28.136694324923393,149316800,0.0543484741654261,0.07735080829441197,50.78903553569372,26.969094776762667,1
2015-04-09,28.295425415039062,28.299897834526416,27.870637673066224,28.136688637803104,129936000,0.06729955051686787,0.07534055673890316,53.23559015832605,26.979247685065555,1
2015-04-10,28.416154861450195,28.44074805119158,28.00478097073652,28.15904532689003,160752000,0.08631029779348154,0.07753450494981884,54.60281748019596,26.99295261336567,0
2015-04-13,28.360261917114258,28.744809824684598,28.306604823240185,28.70009245262106,145460400,0.09576246835897351,0.08118009763164977,53.81833368003148,27.006830535321352,0
2015-04-14,28.2372989654541,28.458635980331014,28.150105544268396,28.393799540472454,102098400,0.09226769452874706,0.08339761701106922,52.04673876962401,27.01518192523623,1
2015-04-15,28.3446102142334,28.42286049361547,28.172459599592838,28.261889221341562,115881600,0.09703858166377088,0.08612580994160955,53.48578750442588,27.02476010712569,0
2015-04-16,28.208234786987305,28.416157964771934,28.19482093865553,28.232827979414505,113476000,0.08879165195603633,0.0866589783444949,51.37574574007987,27.03371481162927,0
2015-04-17,27.890756607055664,28.2015232175618,27.82592017458435,28.069615848750885,207828000,0.05599261686903745,0.08052570604940341,46.75179316830063,27.045891635448747,1
2015-04-20,28.5279483795166,28.64420572723067,27.98466527530619,28.074094922786287,188217200,0.08048738755993412,0.08051804235150956,55.4234594142859,27.06144258278515,0
2015-04-21,28.373682022094727,28.662090014019615,28.320023213883484,28.639734735857733,129740400,0.08645506386177004,0.08170544665356165,53.166013203873824,27.07247998655617,1
2015-04-22,28.755985260009766,28.81187856266813,28.241767898989742,28.391561540739385,150618000,0.12064247522695482,0.0894928523682403,57.75789564226146,27.086457051290775,1
2015-04-23,28.990737915039062,29.15841782360165,28.64867117448791,28.684443707064148,183083600,0.16477934863247512,0.10455015162108727,60.32994697746935,27.106722838273264,1
2015-04-24,29.127117156982422,29.205369144073924,28.89236460716432,29.174069031528603,178103600,0.2083609485367539,0.1253123110042206,61.78568300954236,27.127518917180932,1
2015-04-27,29.65699005126953,29.76430766680702,29.321630178493212,29.580975965523255,387816800,0.28240065571501205,0.1567299799463789,66.87220062716591,27.18269615316465,0
2015-04-28,29.189720153808594,30.07954064762471,28.96838484102689,30.061657791434797,475696000,0.2999156406787016,0.18536711209284346,59.36764384664287,27.242556939486214,0
2015-04-29,28.760459899902344,29.420000239900055,28.6844458211678,29.100292161510012,253544400,0.2759773819690885,0.20348916606809248,53.435067292062925,27.26671316060052,0
2015-04-30,27.980186462402344,28.760456456737618,27.85274980598811,28.760456456737618,332781600,0.19183325968128528,0.20115798479073105,44.692499480410234,27.28363890091558,1
2015-05-01,28.82976722717285,29.093585411624098,28.01372630505881,28.192583865007375,234050400,0.19149506807359984,0.1992254014473048,53.595136734826234,27.30083324799757,0
2015-05-04,28.773868560791016,29.191952741378092,28.675495812417587,28.952727793155788,203953200,0.18458867028699188,0.1962980552152422,52.99074828353018,27.318020633564135,0
2015-05-05,28.125516891479492,28.717984668028148,28.12104447105538,28.650912007495393,197085600,0.1253537391952868,0.18210919201125114,46.44811289933735,27.328462016970693,0
2015-05-06,27.948888778686523,28.337905704841365,27.579992623631682,28.295426247103613,288564000,0.06342608060496602,0.15837256972999414,44.82442962658834,27.337872760603016,1
2015-05-07,28.121755599975586,28.30585132579892,27.843365604552613,28.0117459042515,175763600,0.027974401292532036,0.13229293604250172,46.78509306468535,27.34468794493152,1
2015-05-08,28.65159797668457,28.65159797668457,28.312591761200302,28.440560745305138,222201600,0.042146700813219695,0.11426368899664532,52.37161837932077,27.358203804772874,0
2015-05-11,28.3597412109375,28.63812957860356,28.204830739749475,28.599963776756905,168143200,0.029488028801875288,0.09730855695769132,49.3013586882637,27.36706022892624,0
2015-05-12,28.258705139160156,28.48545604356993,28.022972033675273,28.198087271874105,192640000,0.01117436234007485,0.08008171803416804,48.24687545204141,27.37562454994882,1
2015-05-13,28.29014015197754,28.55505859850458,28.258709295004266,28.321571008950812,138776800,-0.0007936586498651366,0.06390664269736142,48.6151214187331,27.382466659032726,1
2015-05-14,28.950191497802734,28.950191497802734,28.548325273376797,28.60445205155234,180814000,0.04249239988424236,0.05962379413473761,55.73695008862267,27.39523215991527,0
2015-05-15,28.909774780273438,29.07142013587976,28.784051376069822,28.977127582727046,152832000,0.07269760901963096,0.06223855711171629,55.232153783470594,27.40663429629623,1
